brand_name,model_name,variant_name,variant_slug,variant_url,price,fuel_type,transmission,engine,mileage,power,torque,seating_capacity,airbags,body_type,source_url,scraped_at
Aston Martin,Rapide,LUXE,luxe,https://www.carwale.com/aston-martin-cars/rapide/luxe/,Rs. 3.93 Crore,Petrol,Automatic,"5935 cc, 12 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,552 bhp,630 Nm,4,,Sedan,https://www.carwale.com/aston-martin-cars/rapide/luxe/,2026-06-17 11:01:14
Aston Martin,Rapide,S V12,s-v12,https://www.carwale.com/aston-martin-cars/rapide/s-v12/,Rs. 3.29 Crore,Petrol,Automatic,"5935 cc, 12 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,552 bhp,630 Nm,4,6,Sedan,https://www.carwale.com/aston-martin-cars/rapide/s-v12/,2026-06-17 11:01:19
Aston Martin,Virage,Volante,volante,https://www.carwale.com/aston-martin-cars/virage/volante/,Rs. 1.45 Crore,Petrol,Automatic,5935 cc,,490bhp,570Nm,4,,Coupe,https://www.carwale.com/aston-martin-cars/virage/volante/,2026-06-17 11:01:23
Audi,Q3,40 TFSI Premium,40-tfsi-premium,https://www.carwale.com/audi-cars/q3/40-tfsi-premium/,Rs. 43.67 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",12.0 kmpl,188 bhp,320 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/q3/40-tfsi-premium/,2026-06-17 11:01:26
Audi,Q3,40 TFSI Premium Plus,40-tfsi-premium-plus,https://www.carwale.com/audi-cars/q3/40-tfsi-premium-plus/,Rs. 48.19 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",13.0 kmpl,188 bhp,320 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/q3/40-tfsi-premium-plus/,2026-06-17 11:01:28
Audi,Q3,40 TFSI Technology,40-tfsi-technology,https://www.carwale.com/audi-cars/q3/40-tfsi-technology/,Rs. 53.00 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,320 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/q3/40-tfsi-technology/,2026-06-17 11:01:32
Audi,Q3,Signature Edition,signature-edition,https://www.carwale.com/audi-cars/q3/signature-edition/,Rs. 52.31 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,188 bhp,320 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/q3/signature-edition/,2026-06-17 11:01:36
Audi,A4,Premium 40 TFSI,premium-40-tfsi,https://www.carwale.com/audi-cars/a4/premium-40-tfsi/,Rs. 46.88 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",18.0 kmpl,201 bhp,320 Nm,5,8,Coupe,https://www.carwale.com/audi-cars/a4/premium-40-tfsi/,2026-06-17 11:01:38
Audi,A4,Premium Plus 40 TFSI,premium-plus-40-tfsi,https://www.carwale.com/audi-cars/a4/premium-plus-40-tfsi/,Rs. 51.85 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",17.0 kmpl,201 bhp,320 Nm,5,8,Coupe,https://www.carwale.com/audi-cars/a4/premium-plus-40-tfsi/,2026-06-17 11:01:40
Audi,A4,Premium Plus 40 TFSI [2021-2024],premium-plus-40-tfsi-2021-2024,https://www.carwale.com/audi-cars/a4/premium-plus-40-tfsi-2021-2024/,Rs. 50.67 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",17.0 kmpl,201 bhp,320 Nm,5,8,Coupe,https://www.carwale.com/audi-cars/a4/premium-plus-40-tfsi-2021-2024/,2026-06-17 11:01:42
Audi,A4,Signature Edition,signature-edition,https://www.carwale.com/audi-cars/a4/signature-edition/,Rs. 54.02 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",16.0 kmpl,201 bhp,320 Nm,5,8,Coupe,https://www.carwale.com/audi-cars/a4/signature-edition/,2026-06-17 11:01:45
Audi,A4,Technology 40 TFSI,technology-40-tfsi,https://www.carwale.com/audi-cars/a4/technology-40-tfsi/,Rs. 55.83 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",16.0 kmpl,201 bhp,320 Nm,5,8,Coupe,https://www.carwale.com/audi-cars/a4/technology-40-tfsi/,2026-06-17 11:01:47
Audi,A4,Technology 40 TFSI [2022-2024],technology-40-tfsi-2022-2024,https://www.carwale.com/audi-cars/a4/technology-40-tfsi-2022-2024/,Rs. 54.58 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",17.0 kmpl,201 bhp,320 Nm,5,8,Coupe,https://www.carwale.com/audi-cars/a4/technology-40-tfsi-2022-2024/,2026-06-17 11:01:49
Audi,Q8,55 TFSI quattro,55-tfsi-quattro,https://www.carwale.com/audi-cars/q8/55-tfsi-quattro/,Rs. 1.15 Crore,Petrol,Automatic,"2995 cc, 6 Cylinders In V Shape",,335 bhp,500 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q8/55-tfsi-quattro/,2026-06-17 11:01:53
Audi,Q7,Bold Edition,bold-edition,https://www.carwale.com/audi-cars/q7/bold-edition/,Rs. 92.56 Lakh,Petrol,Automatic,"2995 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,335 bhp,500 Nm,7,8,SUV,https://www.carwale.com/audi-cars/q7/bold-edition/,2026-06-17 11:01:57
Audi,Q7,Premium Plus,premium-plus,https://www.carwale.com/audi-cars/q7/premium-plus/,Rs. 87.62 Lakh,Petrol,Automatic,"2995 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,335 bhp,500 Nm,7,8,SUV,https://www.carwale.com/audi-cars/q7/premium-plus/,2026-06-17 11:02:01
Audi,Q7,Signature Edition,signature-edition,https://www.carwale.com/audi-cars/q7/signature-edition/,Rs. 94.41 Lakh,Petrol,Automatic,"2995 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,335 bhp,500 Nm,7,8,SUV,https://www.carwale.com/audi-cars/q7/signature-edition/,2026-06-17 11:02:06
Audi,Q7,Technology,technology,https://www.carwale.com/audi-cars/q7/technology/,Rs. 96.15 Lakh,Petrol,Automatic,"2995 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",,335 bhp,500 Nm,7,8,SUV,https://www.carwale.com/audi-cars/q7/technology/,2026-06-17 11:02:10
Audi,A6,Premium Plus 45 TFSI,premium-plus-45-tfsi,https://www.carwale.com/audi-cars/a6/premium-plus-45-tfsi/,Rs. 64.81 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",15.0 kmpl,261 bhp,370 Nm,5,6,Sedan,https://www.carwale.com/audi-cars/a6/premium-plus-45-tfsi/,2026-06-17 11:02:15
Audi,A6,Technology 45 TFSI,technology-45-tfsi,https://www.carwale.com/audi-cars/a6/technology-45-tfsi/,Rs. 71.66 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",14.25 kmpl,261 bhp,370 Nm,5,6,Sedan,https://www.carwale.com/audi-cars/a6/technology-45-tfsi/,2026-06-17 11:02:19
Audi,Rs5,Sportback,sportback,https://www.carwale.com/audi-cars/rs5/sportback/,Rs. 1.07 Crore,Petrol,Automatic,"2894 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",8.45 kmpl,444 bhp,600 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/rs5/sportback/,2026-06-17 11:02:22
Audi,Q5,Bold Edition,bold-edition,https://www.carwale.com/audi-cars/q5/bold-edition/,Rs. 69.80 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,261 bhp,370 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q5/bold-edition/,2026-06-17 11:02:26
Audi,Q5,Premium Plus 45 TFSI,premium-plus-45-tfsi,https://www.carwale.com/audi-cars/q5/premium-plus-45-tfsi/,Rs. 65.55 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,261 bhp,370 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q5/premium-plus-45-tfsi/,2026-06-17 11:02:30
Audi,Q5,Signature Edition,signature-edition,https://www.carwale.com/audi-cars/q5/signature-edition/,Rs. 69.86 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,261 bhp,370 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q5/signature-edition/,2026-06-17 11:02:34
Audi,Q5,Technology 45 TFSI,technology-45-tfsi,https://www.carwale.com/audi-cars/q5/technology-45-tfsi/,Rs. 70.73 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,261 bhp,370 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q5/technology-45-tfsi/,2026-06-17 11:02:38
Audi,S5 Sportback,3.0 TFSI Quattro,30-tfsi-quattro,https://www.carwale.com/audi-cars/s5-sportback/30-tfsi-quattro/,Rs. 73.57 Lakh,Petrol,Automatic,"2994 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",10.0 kmpl,349 bhp,500 Nm,5,10,Coupe,https://www.carwale.com/audi-cars/s5-sportback/30-tfsi-quattro/,2026-06-17 11:02:43
Audi,S5 Sportback,3.0 TFSI Quattro [2021-2024],30-tfsi-quattro-2021-2024,https://www.carwale.com/audi-cars/s5-sportback/30-tfsi-quattro-2021-2024/,Rs. 77.32 Lakh,Petrol,Automatic,"2994 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",10.0 kmpl,349 bhp,500 Nm,5,10,Coupe,https://www.carwale.com/audi-cars/s5-sportback/30-tfsi-quattro-2021-2024/,2026-06-17 11:02:45
Audi,S5 Sportback,Platinum Edition,platinum-edition,https://www.carwale.com/audi-cars/s5-sportback/platinum-edition/,Rs. 80.50 Lakh,Petrol,Automatic,"2994 cc, 6 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",10.5 kmpl,349 bhp,500 Nm,5,10,Coupe,https://www.carwale.com/audi-cars/s5-sportback/platinum-edition/,2026-06-17 11:02:49
Audi,Q3 Sportback,Bold Edition,bold-edition,https://www.carwale.com/audi-cars/q3-sportback/bold-edition/,Rs. 53.85 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,193 bhp,320 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/q3-sportback/bold-edition/,2026-06-17 11:02:53
Audi,Q3 Sportback,Signature Edition,signature-edition,https://www.carwale.com/audi-cars/q3-sportback/signature-edition/,Rs. 53.55 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,193 bhp,320 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/q3-sportback/signature-edition/,2026-06-17 11:02:57
Audi,Q3 Sportback,Technology Plus S-line,technology-plus-s-line,https://www.carwale.com/audi-cars/q3-sportback/technology-plus-s-line/,Rs. 54.25 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,193 bhp,320 Nm,5,6,SUV,https://www.carwale.com/audi-cars/q3-sportback/technology-plus-s-line/,2026-06-17 11:03:01
Audi,Q3 Sportback,Technology Plus S-line [2023-2024],technology-plus-s-line-2023-2024,https://www.carwale.com/audi-cars/q3-sportback/technology-plus-s-line-2023-2024/,Rs. 54.76 Lakh,Petrol,Automatic,"1984 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC",,193 bhp,320 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/q3-sportback/technology-plus-s-line-2023-2024/,2026-06-17 11:03:05
Audi,E Tron Gt,RS,rs,https://www.carwale.com/audi-cars/e-tron-gt/rs/,Rs. 1.95 Crore,Electric,Automatic,,,522.99bhp,830 Nm,5,7,Coupe,https://www.carwale.com/audi-cars/e-tron-gt/rs/,2026-06-17 11:03:10
Audi,E Tron Gt,S,s,https://www.carwale.com/audi-cars/e-tron-gt/s/,Rs. 1.72 Crore,Electric,Automatic,,,522.99bhp,630 Nm,5,7,Coupe,https://www.carwale.com/audi-cars/e-tron-gt/s/,2026-06-17 11:03:14
Audi,Rs Q8 Performance,4.0L TFSI,40l-tfsi,https://www.carwale.com/audi-cars/rs-q8-performance/40l-tfsi/,Rs. 2.38 Crore,Petrol,Automatic,"3996 cc, 8 Cylinders In V Shape, 4 Valves/Cylinder, DOHC",9.0 kmpl,648 bhp,850 Nm,5,8,SUV,https://www.carwale.com/audi-cars/rs-q8-performance/40l-tfsi/,2026-06-17 11:03:16
Audi,A8 L,Celebration Edition,celebration-edition,https://www.carwale.com/audi-cars/a8-l/celebration-edition/,Rs. 1.27 Crore,Electric,Automatic,,,344 bhp,500 Nm,4,6,Coupe,https://www.carwale.com/audi-cars/a8-l/celebration-edition/,2026-06-17 11:03:20
Audi,A8 L,Technology,technology,https://www.carwale.com/audi-cars/a8-l/technology/,Rs. 1.54 Crore,Electric,Automatic,,,344 bhp,500 Nm,4,6,Coupe,https://www.carwale.com/audi-cars/a8-l/technology/,2026-06-17 11:03:24
Audi,Sq8,4.0 Petrol Turbo Automatic,40-petrol-turbo-automatic,https://www.carwale.com/audi-cars/sq8/40-petrol-turbo-automatic/,Rs. 1.78 Crore,Petrol,Automatic,"3996 cc, 8 Cylinders In V Shape",,500 bhp,770 Nm,5,6,Coupe,https://www.carwale.com/audi-cars/sq8/40-petrol-turbo-automatic/,2026-06-17 11:03:28
Audi,E Tron Sportback,55,55,https://www.carwale.com/audi-cars/e-tron-sportback/55/,Rs. 1.20 Crore,Electric,Automatic,,,,664 Nm,5,8,,https://www.carwale.com/audi-cars/e-tron-sportback/55/,2026-06-17 11:03:32
Audi,E Tron Sportback,55 Technology,55-technology,https://www.carwale.com/audi-cars/e-tron-sportback/55-technology/,Rs. 1.26 Crore,Electric,Automatic,,,,664 Nm,5,8,,https://www.carwale.com/audi-cars/e-tron-sportback/55-technology/,2026-06-17 11:03:36
Audi,E Tron,50,50,https://www.carwale.com/audi-cars/e-tron/50/,Rs. 1.02 Crore,Electric,Automatic,,,300kW,540 Nm,5,8,SUV,https://www.carwale.com/audi-cars/e-tron/50/,2026-06-17 11:03:40
Audi,E Tron,55,55,https://www.carwale.com/audi-cars/e-tron/55/,Rs. 1.19 Crore,Electric,Automatic,,,300kW,664 Nm,5,8,SUV,https://www.carwale.com/audi-cars/e-tron/55/,2026-06-17 11:03:44
Audi,E Tron,55 Technology,55-technology,https://www.carwale.com/audi-cars/e-tron/55-technology/,Rs. 1.25 Crore,Electric,Automatic,,,300kW,664 Nm,5,8,SUV,https://www.carwale.com/audi-cars/e-tron/55-technology/,2026-06-17 11:03:48
Audi,Q8 E Tron,50,50,https://www.carwale.com/audi-cars/q8-e-tron/50/,Rs. 1.15 Crore,Electric,Automatic,,,402.3bhp,664 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q8-e-tron/50/,2026-06-17 11:03:52
Audi,Q8 E Tron,55,55,https://www.carwale.com/audi-cars/q8-e-tron/55/,Rs. 1.27 Crore,Electric,Automatic,,,402.3bhp,664 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q8-e-tron/55/,2026-06-17 11:03:56
Audi,Q8 Sportback E Tron,50,50,https://www.carwale.com/audi-cars/q8-sportback-e-tron/50/,Rs. 1.19 Crore,Electric,Automatic,,,402.3bhp,664 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q8-sportback-e-tron/50/,2026-06-17 11:04:00
Audi,Q8 Sportback E Tron,55,55,https://www.carwale.com/audi-cars/q8-sportback-e-tron/55/,Rs. 1.32 Crore,Electric,Automatic,,,402.3bhp,664 Nm,5,8,SUV,https://www.carwale.com/audi-cars/q8-sportback-e-tron/55/,2026-06-17 11:04:04
Audi,New Q3,A4,a4,https://www.carwale.com/audi-cars/new-q3/a4/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q3/a4/,2026-06-17 11:04:32
Audi,New Q3,A6,a6,https://www.carwale.com/audi-cars/new-q3/a6/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q3/a6/,2026-06-17 11:05:00
Audi,New Q3,Q3,q3,https://www.carwale.com/audi-cars/new-q3/q3/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q3/q3/,2026-06-17 11:05:28
Audi,New Q3,Q5,q5,https://www.carwale.com/audi-cars/new-q3/q5/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q3/q5/,2026-06-17 11:05:56
Audi,New Q3,RS5,rs5,https://www.carwale.com/audi-cars/new-q3/rs5/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q3/rs5/,2026-06-17 11:06:24
Audi,New Q5 Third Gen,A4,a4,https://www.carwale.com/audi-cars/new-q5-third-gen/a4/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q5-third-gen/a4/,2026-06-17 11:06:53
Audi,New Q5 Third Gen,A6,a6,https://www.carwale.com/audi-cars/new-q5-third-gen/a6/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q5-third-gen/a6/,2026-06-17 11:07:22
Audi,New Q5 Third Gen,Q3,q3,https://www.carwale.com/audi-cars/new-q5-third-gen/q3/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q5-third-gen/q3/,2026-06-17 11:07:50
Audi,New Q5 Third Gen,Q5,q5,https://www.carwale.com/audi-cars/new-q5-third-gen/q5/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q5-third-gen/q5/,2026-06-17 11:08:18
Audi,New Q5 Third Gen,RS5,rs5,https://www.carwale.com/audi-cars/new-q5-third-gen/rs5/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/new-q5-third-gen/rs5/,2026-06-17 11:08:45
Audi,Q6 E Tron,A4,a4,https://www.carwale.com/audi-cars/q6-e-tron/a4/,,Electric,Automatic,,,,,,,SUV,https://www.carwale.com/audi-cars/q6-e-tron/a4/,2026-06-17 11:09:13
Audi,Q6 E Tron,A6,a6,https://www.carwale.com/audi-cars/q6-e-tron/a6/,,Electric,Automatic,,,,,,,SUV,https://www.carwale.com/audi-cars/q6-e-tron/a6/,2026-06-17 11:09:41
Audi,Q6 E Tron,Q3,q3,https://www.carwale.com/audi-cars/q6-e-tron/q3/,,Electric,Automatic,,,,,,,SUV,https://www.carwale.com/audi-cars/q6-e-tron/q3/,2026-06-17 11:10:09
Audi,Q6 E Tron,Q5,q5,https://www.carwale.com/audi-cars/q6-e-tron/q5/,,Electric,Automatic,,,,,,,SUV,https://www.carwale.com/audi-cars/q6-e-tron/q5/,2026-06-17 11:10:37
Audi,Q6 E Tron,RS5,rs5,https://www.carwale.com/audi-cars/q6-e-tron/rs5/,,Electric,Automatic,,,,,,,SUV,https://www.carwale.com/audi-cars/q6-e-tron/rs5/,2026-06-17 11:11:05
Audi,Q9,A4,a4,https://www.carwale.com/audi-cars/q9/a4/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/q9/a4/,2026-06-17 11:11:32
Audi,Q9,A6,a6,https://www.carwale.com/audi-cars/q9/a6/,,Electric,,,,,,7,,,https://www.carwale.com/audi-cars/q9/a6/,2026-06-17 11:12:00
